,active,age,birth_city,birth_country,birth_date,birth_state,college,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,last_name,metadata,news_updated,number,pandascore_id,player_id,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,search_rank,sport,sportradar_id,stats_id,status,swish_id,team,weight,yahoo_id,years_exp
17,True,23.0,,,1999-11-01,,Georgia Tech,,,,,[<NFLPosition.WR: 'WR'>],Kyric,,#kyricmcgowan-NFL-WAS-83,71,Dalton (GA),,,,InjuryStatus.NA,McGowan,,1667257831830.0,83.0,,8595,NFLPosition.WR,,PracticeParticipation.NA,16360.0,,kyric,kyricmcgowan,mcgowan,9999999.0,Sport.NFL,c1ebe1f0-ca62-11ec-bdda-4fe5bed84950,,NFLPlayerStatus.ACTIVE,1055267.0,NFLTeam.WAS,198,,0.0
18,True,29.0,,,1993-03-03,,Ohio State,,,2976316.0,17960.0,[<NFLPosition.WR: 'WR'>],Michael,00-0032765,#michaelthomas-NFL-NO-13,75,Woodland Hills Taft (CA),,,,InjuryStatus.IR,Thomas,{'injury_override_regular_2021_3': 'PUP'},1667511946851.0,13.0,,3199,NFLPosition.WR,,PracticeParticipation.NA,10759.0,11222.0,michael,michaelthomas,thomas,67.0,Sport.NFL,90c1756d-1f47-41b7-89fe-b113c9850bc1,653699.0,NFLPlayerStatus.INACTIVE,653699.0,NFLTeam.NO,212,29281.0,6.0
19,False,26.0,,,1990-09-25,,Clemson,,,16812.0,16058.0,[<NFLPosition.QB: 'QB'>],Tajh,,#tajhboyd-NFL-FA-3,"6'1""",,,,,InjuryStatus.NA,Boyd,,,3.0,,1850,NFLPosition.QB,,PracticeParticipation.NA,,,tajh,tajhboyd,boyd,9999999.0,Sport.NFL,75404d15-88d6-43e0-9258-27112b070a43,506599.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,222,,1.0
20,True,25.0,,,1996-05-03,,Delaware,,,3127376.0,21275.0,[<NFLPosition.TE: 'TE'>],Charles, 00-0035119,#charlesscarff-NFL-FA-85,77,Lancaster Catholic (PA),,,,InjuryStatus.NA,Scarff,,1598920530072.0,85.0,,6487,NFLPosition.TE,,PracticeParticipation.NA,14120.0,,charles,charlesscarff,scarff,9999999.0,Sport.NFL,0c49b066-56ef-42dd-b9f1-1e956cced841,838249.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,249,32314.0,3.0
21,True,28.0,,,1994-01-02,,Florida State,,,2969920.0,16811.0,[<NFLPosition.DB: 'DB'>],Ronald,00-0032195,#ronalddarby-NFL-DEN-23,71,Potomac (MD),,,,InjuryStatus.IR,Darby,,1665442221161.0,23.0,,2355,NFLPosition.CB,,PracticeParticipation.NA,10408.0,10375.0,ronald,ronalddarby,darby,9999999.0,Sport.NFL,c63eb787-fa1f-406b-82a1-2eed0a65b58c,,NFLPlayerStatus.INACTIVE,691515.0,NFLTeam.DEN,193,28438.0,7.0
22,True,25.0,,,1997-11-17,,Texas A&M,1.0,DT,4035245.0,21900.0,[<NFLPosition.DL: 'DL'>],Justin,,#justinmadubuike-NFL-BAL-92,75,McKinney North (TX),,,,InjuryStatus.NA,Madubuike,,1640883341613.0,92.0,,6818,NFLPosition.DT,,PracticeParticipation.NA,14380.0,,justin,justinmadubuike,madubuike,9999999.0,Sport.NFL,904f702b-e8b1-4fef-a4a0-278d18cc15e3,,NFLPlayerStatus.ACTIVE,922136.0,NFLTeam.BAL,293,32741.0,2.0
23,True,21.0,,,2001-08-04,,Mississippi State,,,,,[<NFLPosition.WR: 'WR'>],Makai,,#makaipolk-NFL-NYG-87,75,El Cerrito (CA),,,,InjuryStatus.NA,Polk,{'source_id': '5aa96f1e-8257-4551-be64-0ca0181faf32'},1664401507666.0,87.0,,8209,NFLPosition.WR,,PracticeParticipation.NA,16099.0,,makai,makaipolk,polk,9999999.0,Sport.NFL,cbf4b630-c97d-11ec-a1a0-57a82b503f37,,NFLPlayerStatus.ACTIVE,1161426.0,NFLTeam.NYG,194,,0.0
24,False,35.0,,,1985-07-27,,Washington State,,,11910.0,6411.0,[<NFLPosition.DB: 'DB'>],Husain,,#husainabdullah-NFL-FA-39,"6'0""",Pomona (CA),,,,InjuryStatus.NA,Abdullah,,,39.0,,257,NFLPosition.FS,,PracticeParticipation.NA,6297.0,5026.0,husain,husainabdullah,abdullah,9999999.0,Sport.NFL,1c4cf2d1-5bcf-457a-9f5b-34e4949edfcd,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,204,9063.0,12.0
25,True,25.0,,,1996-08-28,,Washington State,,,4055171.0,21816.0,[<NFLPosition.QB: 'QB'>],Anthony,,#anthonygordon-NFL-FA-10,75,Terra Nova (CA),,,,InjuryStatus.NA,Gordon,,1652217931742.0,10.0,,6898,NFLPosition.QB,,PracticeParticipation.NA,14431.0,,anthony,anthonygordon,gordon,9999999.0,Sport.NFL,71a2444a-a6b1-4e62-8974-2d858e2c5b73,,NFLPlayerStatus.ACTIVE,924166.0,NFLTeam.NA,201,33266.0,2.0
26,False,29.0,,,1988-01-08,,Clemson,,,2983134.0,17285.0,[<NFLPosition.WR: 'WR'>],Daniel,,#danielrodriguez-NFL-FA-3,"5'8""",,,,,InjuryStatus.NA,Rodriguez,,,3.0,,2817,NFLPosition.WR,,PracticeParticipation.NA,,,daniel,danielrodriguez,rodriguez,9999999.0,Sport.NFL,fa1ac661-9b71-4dbd-8321-f3c6a7ec79e6,700055.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,180,29089.0,0.0
27,False,29.0,,,1992-05-30,,Vanderbilt,,,17467.0,16203.0,[<NFLPosition.DB: 'DB'>],Andre,00-0031087,#andrehal-NFL-FA-29,70,Port Allen (LA),,,,InjuryStatus.NA,Hal,,1554248138033.0,29.0,,1952,NFLPosition.FS,,PracticeParticipation.NA,9676.0,9628.0,andre,andrehal,hal,9999999.0,Sport.NFL,513caa63-d30d-4cde-b605-8cf825a4ef27,555644.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,195,27744.0,8.0
28,False,29.0,,,1992-09-29,,Ohio State,,,2976299.0,17971.0,[<NFLPosition.QB: 'QB'>],Cardale,00-0033098,#cardalejones-NFL-FA-7,77,Glenville,,,,InjuryStatus.NA,Jones,,1568835621332.0,7.0,,3210,NFLPosition.QB,,PracticeParticipation.NA,11007.0,10325.0,cardale,cardalejones,jones,9999999.0,Sport.NFL,92c02ef1-8400-4f5a-9420-6458755e14d4,653682.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,250,29373.0,6.0
29,True,27.0,,,1995-06-29,,Auburn,1.0,RDE,3051911.0,18994.0,[<NFLPosition.DL: 'DL'>],Carl,00-0033463,#carllawson-NFL-NYJ-58,74,Milton (GA),,,,InjuryStatus.NA,Lawson,,1665696051084.0,58.0,,4148,NFLPosition.DE,,PracticeParticipation.NA,11926.0,12240.0,carl,carllawson,lawson,518.0,Sport.NFL,e75ed538-1888-4864-bd1d-e703d1ce4b5b,,NFLPlayerStatus.ACTIVE,746888.0,NFLTeam.NYJ,265,30229.0,5.0
30,True,26.0,,,1996-01-30,,Illinois,,,3115928.0,20684.0,[<NFLPosition.WR: 'WR'>],Malik,00-0034867,#malikturner-NFL-LV-18,74,Sacred Heart-Griffin (IL),,,,InjuryStatus.NA,Turner,,1667514648079.0,18.0,,5781,NFLPosition.WR,,PracticeParticipation.NA,13378.0,13906.0,malik,malikturner,turner,9999999.0,Sport.NFL,82a7e1ff-019a-4f4b-aeb6-c41420e44891,830686.0,NFLPlayerStatus.ACTIVE,830686.0,NFLTeam.LV,202,31777.0,4.0
31,False,,,,,,,,,,19786.0,,Mark,,#markhelfrich-NFL-FA-0,,,,,,InjuryStatus.NA,Helfrich,,,0.0,,4888,NFLPosition.NA,,PracticeParticipation.NA,,13066.0,mark,markhelfrich,helfrich,9999999.0,Sport.NFL,,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,,,0.0
32,True,23.0,,,1998-11-12,,Cincinnati,,,4239083.0,21793.0,[<NFLPosition.RB: 'RB'>],Michael,,#michaelwarren-NFL-DET-0,71,Central Catholic (OH),,,,InjuryStatus.NA,Warren,,1629159044233.0,0.0,,6992,NFLPosition.RB,,PracticeParticipation.NA,14496.0,,michael,michaelwarren,warren,356.0,Sport.NFL,4a096c4e-7738-43b3-984c-7ea604a96742,,NFLPlayerStatus.INACTIVE,,NFLTeam.DET,224,32972.0,2.0
33,False,31.0,,,1986-01-13,,Utah,,,15704.0,15736.0,[<NFLPosition.DL: 'DL'>],Tevita,,#tevitafinau-NFL-FA-92,"6'4""",,,,,InjuryStatus.NA,Finau,,,92.0,,1746,NFLPosition.DE,,PracticeParticipation.NA,,,tevita,tevitafinau,finau,9999999.0,Sport.NFL,d65f9afe-1001-4c56-9b0e-957250f79316,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,283,26139.0,1.0
34,False,,,,,,,,,,17878.0,,Ray,,#rayhorton-NFL-FA-0,,,,,,InjuryStatus.NA,Horton,,,0.0,,3124,NFLPosition.NA,,PracticeParticipation.NA,,9300.0,ray,rayhorton,horton,9999999.0,Sport.NFL,,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,,,0.0
35,False,27.0,,,1991-03-31,,West Texas A&M,,,16962.0,16333.0,[<NFLPosition.WR: 'WR'>],Torrence,,#torrenceallen-NFL-FA-83,"6'0""",,,,,InjuryStatus.NA,Allen,,,83.0,,2041,NFLPosition.WR,,PracticeParticipation.NA,10061.0,,torrence,torrenceallen,allen,9999999.0,Sport.NFL,ec251689-808b-4f35-b1f7-743d4a37722a,794253.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,190,27844.0,2.0
36,False,26.0,,,1991-06-23,,Washington State,,,17492.0,16719.0,[<NFLPosition.K: 'K'>],Andrew,,#andrewfurney-NFL-FA-8,"5'10""",,,,,InjuryStatus.NA,Furney,,,8.0,,2286,NFLPosition.K,,PracticeParticipation.NA,,,andrew,andrewfurney,furney,9999999.0,Sport.NFL,4b482230-621c-4b7f-8d5d-cf50da82e7c4,560191.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,215,,1.0
37,False,29.0,,,1992-08-20,,West Georgia,,,2584628.0,19057.0,[<NFLPosition.LB: 'LB'>],Dylan,00-0033961,#dylandonahue-NFL-FA-49,75,Billings West (MT),,,,InjuryStatus.NA,Donahue,,1544580937621.0,49.0,,4211,NFLPosition.OLB,,PracticeParticipation.NA,11912.0,,dylan,dylandonahue,donahue,9999999.0,Sport.NFL,139d8533-cbd7-4a41-9567-f1ce1c641311,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,248,30294.0,5.0
38,True,,,,,,,,,,,[<NFLPosition.DEF: 'DEF'>],Washington,,,,,,,,InjuryStatus.NA,Commanders,,,,,WAS,NFLPosition.DEF,,PracticeParticipation.NA,,,,,,,Sport.NFL,,,NFLPlayerStatus.NA,,NFLTeam.WAS,,,
39,False,28.0,,,1989-06-10,,Alabama,,,15039.0,14760.0,[<NFLPosition.DL: 'DL'>],Josh,,#joshchapman-NFL-FA-96,"6'1""",,,,,InjuryStatus.NA,Chapman,,,96.0,,1294,NFLPosition.NT,,PracticeParticipation.NA,,,josh,joshchapman,chapman,9999999.0,Sport.NFL,2f0190fc-16ce-486c-bcb5-f752ed345275,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,316,25846.0,4.0
40,False,29.0,,,1991-05-07,,Buffalo,,,17452.0,16345.0,[<NFLPosition.RB: 'RB'>],Branden,00-0031277,#brandenoliver-NFL-FA-40,"5'8""",Miami Southridge (FL),,,,InjuryStatus.NA,Oliver,,1535844652782.0,40.0,,2050,NFLPosition.RB,,PracticeParticipation.NA,9550.0,10198.0,branden,brandenoliver,oliver,9999999.0,Sport.NFL,7dac43ce-3a74-4033-b63f-bf9171a24a55,506492.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,208,28272.0,6.0
41,False,40.0,,,1977-01-20,,Washington State,,,,6410.0,[<NFLPosition.K: 'K'>],Rian,,#rianlindell-NFL-FA-4,"6'3""",,,,,InjuryStatus.NA,Lindell,,,4.0,,256,NFLPosition.K,,PracticeParticipation.NA,,,rian,rianlindell,lindell,9999999.0,Sport.NFL,,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,233,,14.0
42,True,32.0,,,1990-06-17,,Presbyterian,2.0,LCB,15089.0,14469.0,[<NFLPosition.DB: 'DB'>],Justin,00-0029530,#justinbethel-NFL-MIA-20,72,Blythewood (SC),,,,InjuryStatus.NA,Bethel,{'injury_override_regular_2020_5': 'COV'},1668479107080.0,20.0,,1216,NFLPosition.DB,,PracticeParticipation.NA,8306.0,7622.0,justin,justinbethel,bethel,9999999.0,Sport.NFL,f403d099-29d4-43cd-bf79-4aeeb8dc6cd3,461022.0,NFLPlayerStatus.ACTIVE,461022.0,NFLTeam.MIA,200,25887.0,10.0
43,False,,,,,,,,,,17880.0,,Terry,,#terryrobiskie-NFL-FA-0,,,,,,InjuryStatus.NA,Robiskie,,,0.0,,3126,NFLPosition.NA,,PracticeParticipation.NA,,11241.0,terry,terryrobiskie,robiskie,9999999.0,Sport.NFL,,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,,,0.0
44,False,29.0,,,1988-04-09,,Oklahoma,,,14919.0,14203.0,[<NFLPosition.WR: 'WR'>],Ryan,,#ryanbroyles-NFL-FA-84,"5'10""",,,,,InjuryStatus.NA,Broyles,,,84.0,,1154,NFLPosition.WR,,PracticeParticipation.NA,,,ryan,ryanbroyles,broyles,9999999.0,Sport.NFL,a84c6342-3333-4af7-bf29-ea954e156835,381163.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,188,25764.0,4.0
45,True,27.0,,,1994-12-20,,Alabama,,,3925357.0,19802.0,[<NFLPosition.WR: 'WR'>],Calvin,00-0034837,#calvinridley-NFL-JAX-18,73,Monarch (FL),,,,InjuryStatus.SUS,Ridley,"{'injury_override_off_2022_1': 'Sus', 'injury_override_off_2022_0': 'Sus'}",1667762440039.0,18.0,,4981,NFLPosition.WR,,PracticeParticipation.NA,12616.0,13137.0,calvin,calvinridley,ridley,275.0,Sport.NFL,926e2674-52d6-4cec-9991-46ee85cc8cfd,884013.0,NFLPlayerStatus.INACTIVE,884013.0,NFLTeam.JAX,190,30996.0,4.0
46,True,28.0,,,1993-12-16,,Texas,,,2971696.0,19301.0,[<NFLPosition.DL: 'DL'>],Paul,,#paulboyette-NFL-FA-91,75,Humble (TX),,,,InjuryStatus.NA,Boyette,,1534639807758.0,91.0,,4440,NFLPosition.DE,,PracticeParticipation.NA,12047.0,,paul,paulboyette,boyette,9999999.0,Sport.NFL,4e200230-c115-46ac-a560-da77f9001567,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,317,30624.0,5.0
47,False,28.0,,,1993-06-16,,Iowa,,,2988624.0,19504.0,[<NFLPosition.WR: 'WR'>],Riley,00-0033773,#rileymccarron-NFL-FA-17,69,Wahlert (IA),,,,InjuryStatus.NA,McCarron,,1537319403953.0,17.0,,4614,NFLPosition.WR,,PracticeParticipation.NA,12307.0,12896.0,riley,rileymccarron,mccarron,9999999.0,Sport.NFL,ab9cf0fc-f4e4-4d18-8132-97e518eb14f3,702925.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,185,30808.0,5.0
48,True,25.0,,,1997-11-22,,Coastal Carolina,,,,,[<NFLPosition.DL: 'DL'>],C.J.,,#cjbrewer-NFL-FA-98,74,Bowdon (GA),,,,InjuryStatus.NA,Brewer,,,98.0,,8898,NFLPosition.DT,,PracticeParticipation.NA,16587.0,,cj,cjbrewer,brewer,9999999.0,Sport.NFL,0af89610-d556-11ec-addb-6dd6dcd40f21,,NFLPlayerStatus.ACTIVE,951331.0,NFLTeam.NA,290,,0.0
49,False,28.0,,,1990-06-18,,Liberty,,,2575185.0,17250.0,[<NFLPosition.DL: 'DL'>],Niko,,#nikodavis-NFL-FA-67,"6'5""",,,,,InjuryStatus.NA,Davis,,,67.0,,2782,NFLPosition.DE,,PracticeParticipation.NA,,,niko,nikodavis,davis,9999999.0,Sport.NFL,d589f707-c40d-44b2-8c44-bf78e2d222bc,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,285,,0.0
50,True,27.0,,,1994-10-29,,Florida State,,,3045378.0,19083.0,[<NFLPosition.DB: 'DB'>],Marquez,00-0033586,#marquezwhite-NFL-FA-39,73,Northview (AL),,,,InjuryStatus.NA,White,,1531878301459.0,39.0,,4237,NFLPosition.CB,,PracticeParticipation.NA,12035.0,12418.0,marquez,marquezwhite,white,9999999.0,Sport.NFL,db4eadbd-ef43-444c-9e33-1ee781dc9965,742157.0,NFLPlayerStatus.ACTIVE,,NFLTeam.NA,172,30329.0,5.0
51,False,28.0,,,1993-07-22,,South Carolina,,,2577692.0,18349.0,[<NFLPosition.RB: 'RB'>],Brandon,00-0032593,#brandonwilds-NFL-FA-35,72,Blythewood (SC),,,,InjuryStatus.NA,Wilds,,1567195556672.0,35.0,,3573,NFLPosition.RB,,PracticeParticipation.NA,10898.0,11682.0,brandon,brandonwilds,wilds,9999999.0,Sport.NFL,abeef681-4be7-4ff3-9076-c72ec5a1b2e4,604939.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,220,29661.0,6.0
52,False,30.0,,,1990-05-09,,Samford,,,15086.0,14370.0,[<NFLPosition.DB: 'DB'>],Corey,,#coreywhite-NFL-FA-38,"6'1""",Dunwoody (GA),,,,InjuryStatus.NA,White,,1524271501245.0,38.0,,1191,NFLPosition.CB,,PracticeParticipation.NA,8351.0,,corey,coreywhite,white,9999999.0,Sport.NFL,ccf1d49a-deda-4254-abd2-1ee79eb34c13,459492.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,206,25872.0,8.0
53,True,23.0,,,1999-01-14,,Appalachian State,,,,,[<NFLPosition.WR: 'WR'>],Malik,,#malikwilliams-NFL-FA-81,70,Chester Senior (SC),,,,InjuryStatus.NA,Williams,,1654274742041.0,81.0,,8770,NFLPosition.WR,,PracticeParticipation.NA,16502.0,,malik,malikwilliams,williams,9999999.0,Sport.NFL,2b686e80-d2e9-11ec-96a0-c3471a31202c,,NFLPlayerStatus.ACTIVE,975350.0,NFLTeam.NA,185,,0.0
54,False,31.0,,,1989-01-11,,Buffalo,,,15774.0,14941.0,[<NFLPosition.P: 'P'>],Jacob,,#jacobschum-NFL-FA-10,"5'11""",Frontier (NY),,,,InjuryStatus.NA,Schum,,,10.0,,1399,NFLPosition.P,,PracticeParticipation.NA,10142.0,,jacob,jacobschum,schum,9999999.0,Sport.NFL,cdfb58eb-2920-47d4-9c24-df5de536450e,544154.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,211,26613.0,7.0
